exampleSentence,partOfSpeech,sentimentTag,sentimentStrength,tokens
Saya hairan melihat kelakuannya.,adjective,neutral,0.0,"['saya', 'hairan', 'melihat', 'kelakuannya', '.']"
"Oh, shit! Saya tertinggal dompet.",interjection / noun,negative,-0.9,"['oh', ',', 'shit', '!', 'saya', 'tertinggal', 'dompet', '.']"
Driver bas itu sangat berhati-hati.,noun,neutral,0.0,"['driver', 'bas', 'itu', 'sangat', 'berhati', '-', 'hati', '.']"
Idea awak sangat bagus.,adjective,positive,0.8,"['idea', 'awak', 'sangat', 'bagus', '.']"
Petani itu menggunakan parang untuk membersihkan semak.,noun,neutral,0.0,"['petani', 'itu', 'menggunakan', 'parang', 'untuk', 'membersihkan', 'semak', '.']"
Kita harus cinta akan negara.,noun,neutral,0.0,"['kita', 'harus', 'cinta', 'akan', 'negara', '.']"
"Hadirin sekalian, terima kasih atas kehadiran anda.",adverb / pronoun,neutral,0.0,"['hadirin', 'sekalian', ',', 'terima', 'kasih', 'atas', 'kehadiran', 'anda', '.']"
Dia pergi ke pasar.,preposition / particle,neutral,0.0,"['dia', 'pergi', 'ke', 'pasar', '.']"
Semua pelajar hadir ke sekolah.,quantifier / pronoun,neutral,0.0,"['semua', 'pelajar', 'hadir', 'ke', 'sekolah', '.']"
Dia mempunyai tabiat yang aneh.,adjective,neutral,0.0,"['dia', 'mempunyai', 'tabiat', 'yang', 'aneh', '.']"
"Soalan ini mudah, carilah jawapannya sendiri.","adjective, verb",neutral,0.0,"['soalan', 'ini', 'mudah', ',', 'carilah', 'jawapannya', 'sendiri', '.']"
Hidup ini penuh dengan cubaan.,noun,neutral,0.0,"['hidup', 'ini', 'penuh', 'dengan', 'cubaan', '.']"
Ini tempat kelahiran saya.,noun,neutral,0.0,"['ini', 'tempat', 'kelahiran', 'saya', '.']"
Polis berjaya menangkap penyangak itu.,noun,negative,-0.7,"['polis', 'berjaya', 'menangkap', 'penyangak', 'itu', '.']"
Area ini sangat bersih.,noun,neutral,0.0,"['area', 'ini', 'sangat', 'bersih', '.']"
Biarlah dia pergi.,verb / conjunction,neutral,0.0,"['biarlah', 'dia', 'pergi', '.']"
Baju tu cantik.,demonstrative pronoun,neutral,0.0,"['baju', 'tu', 'cantik', '.']"
Apa yang awak cakap tu bethollll.,adjective / adverb,positive,0.6,"['apa', 'yang', 'awak', 'cakap', 'tu', 'bethollll', '.']"
Rumah saya di belakang sekolah.,noun / adverb,neutral,0.0,"['rumah', 'saya', 'di', 'belakang', 'sekolah', '.']"
Dia mna?diam je dari tadi.,"interrogative pronoun, verb",neutral,0.0,"['dia', 'mna', '?', 'diam', 'je', 'dari', 'tadi', '.']"
"Orang tu, dia kawan saya.",demonstrative pronoun,neutral,0.0,"['orang', 'tu', ',', 'dia', 'kawan', 'saya', '.']"
Apa yang akan jadi seterusnya?,verb / conjunction,neutral,0.0,"['apa', 'yang', 'akan', 'jadi', 'seterusnya', '?']"
Dia membeli car baru semalam.,noun,neutral,0.0,"['dia', 'membeli', 'car', 'baru', 'semalam', '.']"
"Ada lagi, tak?",adverb,neutral,0.0,"['ada', 'lagi', ',', 'tak', '?']"
Seorang kanak-kanak melintas jalan.,verb,neutral,0.0,"['seorang', 'kanak', '-', 'kanak', 'melintas', 'jalan', '.']"
"Kalo hujan, kita tak jadi pergi.",conjunction,neutral,0.0,"['kalo', 'hujan', ',', 'kita', 'tak', 'jadi', 'pergi', '.']"
Undang-undang baharu itu telah digubal.,verb,neutral,0.0,"['undang', '-', 'undang', 'baharu', 'itu', 'telah', 'digubal', '.']"
"S#@!, saya terlepas bas!",interjection,negative,-0.9,"['s#@', '!', ',', 'saya', 'terlepas', 'bas', '!']"
UMNO adalah salah satu parti politik tertua di Malaysia.,noun (acronym for political party),neutral,0.0,"['umno', 'adalah', 'salah', 'satu', 'parti', 'politik', 'tertua', 'di', 'malaysia', '.']"
Dia lalu di hadapan rumah saya.,verb / adverb / conjunction,neutral,0.0,"['dia', 'lalu', 'di', 'hadapan', 'rumah', 'saya', '.']"
Mari kita tonton vdo itu.,noun,neutral,0.0,"['mari', 'kita', 'tonton', 'vdo', 'itu', '.']"
Dia gapake topi hari ni.,verb phrase (colloquial),neutral,0.0,"['dia', 'gapake', 'topi', 'hari', 'ni', '.']"
Tolong bgi saya buku itu.,verb / preposition,neutral,0.0,"['tolong', 'bgi', 'saya', 'buku', 'itu', '.']"
Jangan cakap taik.,noun / interjection,negative,-0.7,"['jangan', 'cakap', 'taik', '.']"
Otak manusia sangat kompleks.,noun,neutral,0.0,"['otak', 'manusia', 'sangat', 'kompleks', '.']"
Orang ramai berkumpul di dataran.,noun,neutral,0.0,"['orang', 'ramai', 'berkumpul', 'di', 'dataran', '.']"
Aku akan pergi ke sana esok.,pronoun,neutral,0.0,"['aku', 'akan', 'pergi', 'ke', 'sana', 'esok', '.']"
Jangan panik apabila berdepan dengan masalah.,adjective / verb,negative,-0.6,"['jangan', 'panik', 'apabila', 'berdepan', 'dengan', 'masalah', '.']"
Ini peluang last saya.,adjective / adverb,neutral,0.0,"['ini', 'peluang', 'last', 'saya', '.']"
Adakah awak faham apa yang saya katakan?,verb / adjective,neutral,0.0,"['adakah', 'awak', 'faham', 'apa', 'yang', 'saya', 'katakan', '?']"
Dia sangat bijak dalam menyelesaikan masalah itu.,adjective,positive,0.8,"['dia', 'sangat', 'bijak', 'dalam', 'menyelesaikan', 'masalah', 'itu', '.']"
Dia datang sorg2 tanpa ditemani sesiapa.,adverb,neutral,0.0,"['dia', 'datang', 'sorg2', 'tanpa', 'ditemani', 'sesiapa', '.']"
Dia menggunakan hands beliau untuk memegang buku itu.,noun,neutral,0.0,"['dia', 'menggunakan', 'hands', 'beliau', 'untuk', 'memegang', 'buku', 'itu', '.']"
Benda tu tak boleh guna lagi.,demonstrative pronoun / adverb,neutral,0.0,"['benda', 'tu', 'tak', 'boleh', 'guna', 'lagi', '.']"
Bahasa Melayu ialah bahasa rasmi Malaysia.,noun,neutral,0.0,"['bahasa', 'melayu', 'ialah', 'bahasa', 'rasmi', 'malaysia', '.']"
Ak nak pergi sekarang.,pronoun,neutral,0.0,"['ak', 'nak', 'pergi', 'sekarang', '.']"
Dia mempunyai 11 biji epal.,numeral,neutral,0.0,"['dia', 'mempunyai', '11', 'biji', 'epal', '.']"
Apa nma awak?,noun,neutral,0.0,"['apa', 'nma', 'awak', '?']"
Jaga minda anda agar sentiasa positif.,noun,neutral,0.0,"['jaga', 'minda', 'anda', 'agar', 'sentiasa', 'positif', '.']"
Dia bantai musuhnya dan melarikan diri.,verb / conjunction,negative,-0.6,"['dia', 'bantai', 'musuhnya', 'dan', 'melarikan', 'diri', '.']"
Kita harus respek orang tua.,noun / verb,positive,0.7,"['kita', 'harus', 'respek', 'orang', 'tua', '.']"
Jangan sebarkan fitnah tentang sesiapa.,noun / verb,negative,-0.8,"['jangan', 'sebarkan', 'fitnah', 'tentang', 'sesiapa', '.']"
Dia xdapat datang ke majlis itu.,verb phrase / adverbial,neutral,0.0,"['dia', 'xdapat', 'datang', 'ke', 'majlis', 'itu', '.']"
Tolong keluarkan barang dari kotak itu.,verb,neutral,0.0,"['tolong', 'keluarkan', 'barang', 'dari', 'kotak', 'itu', '.']"
Dia dilanyak oleh kumpulan samseng itu.,verb,negative,-0.7,"['dia', 'dilanyak', 'oleh', 'kumpulan', 'samseng', 'itu', '.']"
Buat sajalah do.,particle / slang,neutral,0.0,"['buat', 'sajalah', 'do', '.']"
Dia brenti kerja semalam.,verb,neutral,0.0,"['dia', 'brenti', 'kerja', 'semalam', '.']"
Prestasi dia sangat bagus.,adjective,positive,0.9,"['prestasi', 'dia', 'sangat', 'bagus', '.']"
Depa semua dah sampai.,pronoun,neutral,0.0,"['depa', 'semua', 'dah', 'sampai', '.']"
"No, saya tak nak pergi.",adverb / exclamation,negative,-0.3,"['no', ',', 'saya', 'tak', 'nak', 'pergi', '.']"
Dia berlari menggunakan kakinya.,noun,neutral,0.0,"['dia', 'berlari', 'menggunakan', 'kakinya', '.']"
Buatlah gini.,adverb,neutral,0.0,"['buatlah', 'gini', '.']"
Dia mengaku kesalahannya.,verb,neutral,0.0,"['dia', 'mengaku', 'kesalahannya', '.']"
"Apa khabar, bro?",noun (form of address),neutral,0.0,"['apa', 'khabar', ',', 'bro', '?']"
Rumah itu sangat besar.,adjective,neutral,0.0,"['rumah', 'itu', 'sangat', 'besar', '.']"
"Kalu hujan, kita tak jadi pergi.",conjunction,neutral,0.0,"['kalu', 'hujan', ',', 'kita', 'tak', 'jadi', 'pergi', '.']"
Mari kita tengok filem itu.,verb,neutral,0.0,"['mari', 'kita', 'tengok', 'filem', 'itu', '.']"
"Auwwww, comelnya kucing tu!",interjection,neutral,0.0,"['auwwww', ',', 'comelnya', 'kucing', 'tu', '!']"
Saya sedih sangat :'(,emoticon,negative,-0.5,"['saya', 'sedih', 'sangat', "":'(""]"
Dia takkan datang.,adverb,neutral,0.0,"['dia', 'takkan', 'datang', '.']"
Tingkap itu diperbuat daripada kaca.,noun,neutral,0.0,"['tingkap', 'itu', 'diperbuat', 'daripada', 'kaca', '.']"
Adakah anda bersetuju?,interrogative particle,neutral,0.0,"['adakah', 'anda', 'bersetuju', '?']"
Harga barang kian meningkat.,verb,neutral,0.0,"['harga', 'barang', 'kian', 'meningkat', '.']"
Dia terlalu bacul kalau berdepan masalah.,adjective / conjunction,negative,-0.7,"['dia', 'terlalu', 'bacul', 'kalau', 'berdepan', 'masalah', '.']"
Lpas ni nak buat apa?,verb / adverb / preposition,neutral,0.0,"['lpas', 'ni', 'nak', 'buat', 'apa', '?']"
Dia tk tahu.,adverb,negative,-0.3,"['dia', 'tk', 'tahu', '.']"
Canne nak buat ni?,interrogative pronoun / adverb,neutral,0.0,"['canne', 'nak', 'buat', 'ni', '?']"
Buku itu ada dlm beg.,preposition,neutral,0.0,"['buku', 'itu', 'ada', 'dlm', 'beg', '.']"
You just be yourself.,verb,neutral,0.0,"['you', 'just', 'be', 'yourself', '.']"
Buat sikit ja.,particle,neutral,0.0,"['buat', 'sikit', 'ja', '.']"
Dia hanyalah seorang pembunuh upahan.,noun,neutral,0.0,"['dia', 'hanyalah', 'seorang', 'pembunuh', 'upahan', '.']"
Kabinet kerajaan akan dirombak tidak lama lagi.,verb,neutral,0.0,"['kabinet', 'kerajaan', 'akan', 'dirombak', 'tidak', 'lama', 'lagi', '.']"
Jangan ikut hasutan syaitan.,noun,negative,-0.9,"['jangan', 'ikut', 'hasutan', 'syaitan', '.']"
Mke dia pucat.,noun,neutral,0.0,"['mke', 'dia', 'pucat', '.']"
Dia sedang mencoba untuk menyelesaikan masalah itu.,verb,neutral,0.0,"['dia', 'sedang', 'mencoba', 'untuk', 'menyelesaikan', 'masalah', 'itu', '.']"
Setiap Muslim bercita-cita masuk syurga.,noun,positive,0.9,"['setiap', 'muslim', 'bercita', '-', 'cita', 'masuk', 'syurga', '.']"
Saya pernah melawat Phillipines dan mereka boleh berbahasa Inggeris.,proper noun / modal verb,neutral,0.0,"['saya', 'pernah', 'melawat', 'phillipines', 'dan', 'mereka', 'boleh', 'berbahasa', 'inggeris', '.']"
Dia dibalun habis-habisan oleh pihak lawan.,verb,negative,-0.6,"['dia', 'dibalun', 'habis', '-', 'habisan', 'oleh', 'pihak', 'lawan', '.']"
Penyalahgunaan dadah adalah jenayah serius.,noun,negative,-0.9,"['penyalahgunaan', 'dadah', 'adalah', 'jenayah', 'serius', '.']"
Dia mampus dalam kemalangan itu.,verb / interjection,negative,-0.8,"['dia', 'mampus', 'dalam', 'kemalangan', 'itu', '.']"
Saya tahu dia tidak akan datang.,kata kerja,neutral,0.0,"['saya', 'tahu', 'dia', 'tidak', 'akan', 'datang', '.']"
Baju ini ngam-ngam dengan saya.,kata sifat,positive,0.3,"['baju', 'ini', 'ngam', '-', 'ngam', 'dengan', 'saya', '.']"
Dia mmg pandai. (Dia memang pandai.),kata keterangan,neutral,0.0,"['dia', 'mmg', 'pandai', '.', '(', 'dia', 'memang', 'pandai', '.', ')']"
Kami menghadapi masalah kewangan.,kata nama,negative,-0.6,"['kami', 'menghadapi', 'masalah', 'kewangan', '.']"
"Malangnya, dia gagal dalam peperiksaan itu.",kata keterangan,negative,-0.7,"['malangnya', ',', 'dia', 'gagal', 'dalam', 'peperiksaan', 'itu', '.']"
Agaknya dia tidak akan datang.,kata keterangan,neutral,0.0,"['agaknya', 'dia', 'tidak', 'akan', 'datang', '.']"
Semua rakyat perlu mematuhi undang2. (Semua rakyat perlu mematuhi undang-undang.),kata nama,neutral,0.0,"['semua', 'rakyat', 'perlu', 'mematuhi', 'undang2', '.', '(', 'semua', 'rakyat', 'perlu', 'mematuhi', 'undang', '-', 'undang', '.', ')']"
Kita sepatutnya bekerjasama.,kata keterangan,neutral,0.1,"['kita', 'sepatutnya', 'bekerjasama', '.']"
Bahasa Melayu ialah bahasa rasmi negara kita.,kata nama,neutral,0.0,"['bahasa', 'melayu', 'ialah', 'bahasa', 'rasmi', 'negara', 'kita', '.']"
Batu itu sangat keras.,kata sifat,neutral,0.0,"['batu', 'itu', 'sangat', 'keras', '.']"
Penyamun itu berjaya diberkas polis.,kata nama,negative,-0.9,"['penyamun', 'itu', 'berjaya', 'diberkas', 'polis', '.']"
"Syukur alhamdulillah, kami selamat sampai.",kata nama,positive,0.8,"['syukur', 'alhamdulillah', ',', 'kami', 'selamat', 'sampai', '.']"
Situasi di KORUT sentiasa tegang.,kata nama,neutral,0.0,"['situasi', 'di', 'korut', 'sentiasa', 'tegang', '.']"
Ko nak pergi mana? (Engkau/Awak nak pergi mana?),kata ganti nama diri kedua,neutral,0.0,"['ko', 'nak', 'pergi', 'mana', '?', '(', 'engkau', '/', 'awak', 'nak', 'pergi', 'mana', '?', ')']"
Makanan ini sangat enak.,kata sifat,positive,0.7,"['makanan', 'ini', 'sangat', 'enak', '.']"
Dia terpijak duri dan kakinya sakit.,kata nama,neutral,0.0,"['dia', 'terpijak', 'duri', 'dan', 'kakinya', 'sakit', '.']"
Dia datang dri rumah. (Dia datang dari rumah.),kata sendi nama,neutral,0.0,"['dia', 'datang', 'dri', 'rumah', '.', '(', 'dia', 'datang', 'dari', 'rumah', '.', ')']"
Orang yang tidak bersalah itu hampir mampus dilanggar.,kata kerja,negative,-0.9,"['orang', 'yang', 'tidak', 'bersalah', 'itu', 'hampir', 'mampus', 'dilanggar', '.']"
Dia baru pulang dari kerja.,kata sifat,neutral,0.0,"['dia', 'baru', 'pulang', 'dari', 'kerja', '.']"
Kualiti produk ini memang classnya. (Kualiti produk ini memang kelasnya.),kata nama,positive,0.5,"['kualiti', 'produk', 'ini', 'memang', 'classnya', '.', '(', 'kualiti', 'produk', 'ini', 'memang', 'kelasnya', '.', ')']"
Dia pandai tpi malas. (Dia pandai tetapi malas.),kata hubung,neutral,0.0,"['dia', 'pandai', 'tpi', 'malas', '.', '(', 'dia', 'pandai', 'tetapi', 'malas', '.', ')']"
Telefon baru itu sudah cacat.,kata sifat,negative,-0.7,"['telefon', 'baru', 'itu', 'sudah', 'cacat', '.']"
Merokok tidak dibolehkan di sini.,kata kerja,positive,0.3,"['merokok', 'tidak', 'dibolehkan', 'di', 'sini', '.']"
Dia terbabit dalam kemalangan itu.,kata kerja,neutral,0.0,"['dia', 'terbabit', 'dalam', 'kemalangan', 'itu', '.']"
Dia lempar bola itu kepada saya.,kata kerja,neutral,0.0,"['dia', 'lempar', 'bola', 'itu', 'kepada', 'saya', '.']"
“Sial!” jeritnya apabila terjatuh.,kata sifat,negative,-0.8,"['“', 'sial', '!', '”', 'jeritnya', 'apabila', 'terjatuh', '.']"
Ramai pekerja Bangla bekerja di kilang itu.,kata nama,neutral,0.0,"['ramai', 'pekerja', 'bangla', 'bekerja', 'di', 'kilang', 'itu', '.']"
Dia memandu kereta baharunya.,kata nama,neutral,0.0,"['dia', 'memandu', 'kereta', 'baharunya', '.']"
Dia buat kerja rumahnya.,kata kerja,neutral,0.0,"['dia', 'buat', 'kerja', 'rumahnya', '.']"
Saya belum makan lagi.,kata keterangan,neutral,0.0,"['saya', 'belum', 'makan', 'lagi', '.']"
Mereka cuba samun kedai itu.,kata kerja,negative,-0.9,"['mereka', 'cuba', 'samun', 'kedai', 'itu', '.']"
Kisah itu memberi kita banyak pengajaran.,kata nama,positive,0.5,"['kisah', 'itu', 'memberi', 'kita', 'banyak', 'pengajaran', '.']"
Smua orang setuju. (Semua orang setuju.),kata bilangan,neutral,0.0,"['smua', 'orang', 'setuju', '.', '(', 'semua', 'orang', 'setuju', '.', ')']"
Mereka bermain bola di padang.,kata nama,neutral,0.0,"['mereka', 'bermain', 'bola', 'di', 'padang', '.']"
Aku akan pergi ke sana.,kata ganti nama diri pertama,neutral,0.0,"['aku', 'akan', 'pergi', 'ke', 'sana', '.']"
Adakah dia menyamun kedai itu?,kata kerja,negative,-0.9,"['adakah', 'dia', 'menyamun', 'kedai', 'itu', '?']"
Dia cerdik tapi malas.,kata hubung,neutral,0.0,"['dia', 'cerdik', 'tapi', 'malas', '.']"
Dodol durian sangat popular di sana.,kata nama,positive,0.4,"['dodol', 'durian', 'sangat', 'popular', 'di', 'sana', '.']"
Saya nak sikit jee. (Saya nak sikit sahaja.),partikel,neutral,0.0,"['saya', 'nak', 'sikit', 'jee', '.', '(', 'saya', 'nak', 'sikit', 'sahaja', '.', ')']"
Projek itu xjadi dilaksanakan. (Projek itu tidak jadi dilaksanakan.),kata kerja,negative,-0.3,"['projek', 'itu', 'xjadi', 'dilaksanakan', '.', '(', 'projek', 'itu', 'tidak', 'jadi', 'dilaksanakan', '.', ')']"
Sila diam sebentar.,kata kerja,neutral,0.0,"['sila', 'diam', 'sebentar', '.']"
Dia memakai rantai di lehernya.,kata nama,neutral,0.0,"['dia', 'memakai', 'rantai', 'di', 'lehernya', '.']"
Rumah banglo itu adalah yang selalu diimpikan.,kata kerja,positive,0.6,"['rumah', 'banglo', 'itu', 'adalah', 'yang', 'selalu', 'diimpikan', '.']"
Perbuatan baiknya dipuji ramai.,kata nama,neutral,0.0,"['perbuatan', 'baiknya', 'dipuji', 'ramai', '.']"
Dia berdiri di dpan rumah.,noun,neutral,0.0,"['dia', 'berdiri', 'di', 'dpan', 'rumah', '.']"
Ibu memberi adik hadiah hari lahir.,verb,neutral,0.0,"['ibu', 'memberi', 'adik', 'hadiah', 'hari', 'lahir', '.']"
Jawapan yang diberikannya salah.,adjective,negative,-0.7,"['jawapan', 'yang', 'diberikannya', 'salah', '.']"
Dia seorang pelajar yang sangat pandai.,adjective,positive,0.8,"['dia', 'seorang', 'pelajar', 'yang', 'sangat', 'pandai', '.']"
Saya tidak pernah ke sana.,adverb,neutral,0.0,"['saya', 'tidak', 'pernah', 'ke', 'sana', '.']"
Keta dia rosak di tepi jalan.,noun,neutral,0.0,"['keta', 'dia', 'rosak', 'di', 'tepi', 'jalan', '.']"
Dia tidak datang kerana hujan lebat.,conjunction,neutral,0.0,"['dia', 'tidak', 'datang', 'kerana', 'hujan', 'lebat', '.']"
Cincin itu seberat lima gram.,adjective,neutral,0.0,"['cincin', 'itu', 'seberat', 'lima', 'gram', '.']"
Bangunan lama itu akan dirobohkan.,adjective,neutral,0.0,"['bangunan', 'lama', 'itu', 'akan', 'dirobohkan', '.']"
Dia menyimpan rusia itu dengan baik.,noun,neutral,0.0,"['dia', 'menyimpan', 'rusia', 'itu', 'dengan', 'baik', '.']"
Merokok sudah menjadi kebiasaan baginya.,noun,neutral,0.0,"['merokok', 'sudah', 'menjadi', 'kebiasaan', 'baginya', '.']"
Kemudahan awam perlu mesra OKU.,noun,neutral,0.0,"['kemudahan', 'awam', 'perlu', 'mesra', 'oku', '.']"
Tentera itu diarahkan undur dari medan perang.,verb,neutral,0.0,"['tentera', 'itu', 'diarahkan', 'undur', 'dari', 'medan', 'perang', '.']"
"""Teruskan perjalanan!"" kata pemandu bas.",verb,neutral,0.0,"['""', 'teruskan', 'perjalanan', '!', '""', 'kata', 'pemandu', 'bas', '.']"
Janganlah baitu sombong.,adverb,neutral,0.0,"['janganlah', 'baitu', 'sombong', '.']"
Dia sangat manjo dengan ibunya.,adjective,neutral,0.0,"['dia', 'sangat', 'manjo', 'dengan', 'ibunya', '.']"
Dia duduk di belakang saya.,noun,neutral,0.0,"['dia', 'duduk', 'di', 'belakang', 'saya', '.']"
Kereta itu dilanggar lori.,verb,negative,-0.6,"['kereta', 'itu', 'dilanggar', 'lori', '.']"
"Ahhh, akhirnya sampai juga!",interjection,neutral,0.0,"['ahhh', ',', 'akhirnya', 'sampai', 'juga', '!']"
Dia nampak sangat letih.,verb,neutral,0.0,"['dia', 'nampak', 'sangat', 'letih', '.']"
Kita perlu berusaha untuk mencapai kejayaan.,verb,positive,0.7,"['kita', 'perlu', 'berusaha', 'untuk', 'mencapai', 'kejayaan', '.']"
Kekadang dia datang melawat.,adverb,neutral,0.0,"['kekadang', 'dia', 'datang', 'melawat', '.']"
Kwsan itu bahaya untuk dilalui.,noun,neutral,0.0,"['kwsan', 'itu', 'bahaya', 'untuk', 'dilalui', '.']"
"Jenaka itu sangat lucu, sampai saya 😂.",emoji,positive,0.9,"['jenaka', 'itu', 'sangat', 'lucu', ',', 'sampai', 'saya', 'face', 'with', 'tears', 'of', 'joy', '.']"
Semoga kita berjaya.,adverb,positive,0.5,"['semoga', 'kita', 'berjaya', '.']"
Restoran itu menyajikan food yang sedap.,noun,neutral,0.0,"['restoran', 'itu', 'menyajikan', 'food', 'yang', 'sedap', '.']"
Penjenayah itu ..menyamun bank semalam.,verb,negative,-0.9,"['penjenayah', 'itu', '.', 'menyamun', 'bank', 'semalam', '.']"
Mereka memancing di kuala sungai.,noun,neutral,0.0,"['mereka', 'memancing', 'di', 'kuala', 'sungai', '.']"
Boleh bagi saya air skit?,adverb,neutral,0.0,"['boleh', 'bagi', 'saya', 'air', 'skit', '?']"
Dia minta tambah nasi.,verb,neutral,0.0,"['dia', 'minta', 'tambah', 'nasi', '.']"
Kita perlu Creat idea baharu.,verb,neutral,0.0,"['kita', 'perlu', 'creat', 'idea', 'baharu', '.']"
Dia suka ajar budak-budak.,verb,neutral,0.0,"['dia', 'suka', 'ajar', 'budak', '-', 'budak', '.']"
Ini buku saya.,pronoun,neutral,0.0,"['ini', 'buku', 'saya', '.']"
Saya nak bt kerja sekarang.,verb,neutral,0.0,"['saya', 'nak', 'bt', 'kerja', 'sekarang', '.']"
Dia terima hadiah itu dengan gembira.,verb,neutral,0.0,"['dia', 'terima', 'hadiah', 'itu', 'dengan', 'gembira', '.']"
Keretanya baru sahaja dibaiki.,noun,neutral,0.0,"['keretanya', 'baru', 'sahaja', 'dibaiki', '.']"
Dia menguruskan segala persiapan majlis.,determiner,neutral,0.0,"['dia', 'menguruskan', 'segala', 'persiapan', 'majlis', '.']"
Dia bawak beg besar.,verb,neutral,0.0,"['dia', 'bawak', 'beg', 'besar', '.']"
Dia fasih berbahasa Melayu.,noun,neutral,0.0,"['dia', 'fasih', 'berbahasa', 'melayu', '.']"
Dia tidak ada uang.,noun,neutral,0.0,"['dia', 'tidak', 'ada', 'uang', '.']"
Cuman itu yang dia tahu.,adverb,neutral,0.0,"['cuman', 'itu', 'yang', 'dia', 'tahu', '.']"
Ibu suruh saya belajar.,verb,neutral,0.0,"['ibu', 'suruh', 'saya', 'belajar', '.']"
Jawapan awak betul.,adjective,positive,0.6,"['jawapan', 'awak', 'betul', '.']"
Dia menjadi mangsa penipuan.,noun,negative,-0.7,"['dia', 'menjadi', 'mangsa', 'penipuan', '.']"
"Selagi ada hayat, teruskan berjuang.",conjunction,neutral,0.0,"['selagi', 'ada', 'hayat', ',', 'teruskan', 'berjuang', '.']"
Dia tidak dapat menyembunyikan perasaannya.,noun,neutral,0.0,"['dia', 'tidak', 'dapat', 'menyembunyikan', 'perasaannya', '.']"
Saya and awak pergi bersama.,conjunction,neutral,0.0,"['saya', 'and', 'awak', 'pergi', 'bersama', '.']"
Dia mengikat tali kasutnya.,noun,neutral,0.0,"['dia', 'mengikat', 'tali', 'kasutnya', '.']"
Ini adalah zaman moden.,noun,neutral,0.0,"['ini', 'adalah', 'zaman', 'moden', '.']"
Bateri telefon saya dah low.,adjective,neutral,0.0,"['bateri', 'telefon', 'saya', 'dah', 'low', '.']"
