tokens,partOfSpeech,sentimentTag,sentimentStrength,overallSentenceTag,overallSentenceStrength
"['kanak', '-', 'kanak', 'itu', 'suka', 'sorok', 'di', 'belakang', 'pokok', '.']","['noun', 'punctuation', 'noun', 'demonstrative pronoun', 'verb', 'verb', 'preposition', 'noun / adverb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['jika', 'ada', 'masalah', ',', 'beritahu', 'saya', '.']","['conjunction', 'verb', 'noun', 'punctuation', 'verb', 'pronoun', 'unknown']","['neutral', 'neutral', 'negative', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, -0.7, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'baru', 'beli', 'kereta', 'baru', '.']","['pronoun', 'adjective, adverb', 'unknown', 'kata nama', 'adjective, adverb', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['makcik', 'saya', 'seorang', 'guru', 'di', 'sekolah', 'itu', '.']","['noun', 'pronoun', 'unknown', 'unknown', 'preposition', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['jomlah', 'kita', 'pergi', 'sekarang', '.']","['unknown', 'pronoun', 'verb', 'adverb', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kuala', 'lumpur', 'ialah', 'ibu', 'negara', 'malaysia', '.']","['noun', 'unknown', 'copula', 'unknown', 'noun', 'proper noun', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mangsa', 'banjir', 'memerlukan', 'bantuan', 'segera', '.']","['noun', 'unknown', 'unknown', 'noun', 'unknown', 'unknown']","['negative', 'unknown', 'unknown', 'positive', 'unknown', 'unknown']","[-0.7, 0.0, 0.0, 0.7, 0.0, 0.0]",positive,0.7
"['buku', 'itu', 'kepunyaan', 'saya', '.']","['unknown', 'demonstrative pronoun', 'unknown', 'pronoun', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'ada', 'banyak', 'buku', 'di', 'rumahnya', '.']","['pronoun', 'verb', 'adjective/quantifier', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kotak', 'itu', 'sangat', 'berat', 'untuk', 'diangkat', '.']","['unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'preposition', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kita', 'perlu', 'menjaga', 'badan', 'agar', 'sentiasa', 'sihat', '.']","['pronoun', 'verb/adjective', 'unknown', 'noun', 'unknown', 'adverb', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0]",positive,0.8
"['jangan', 'jadi', 'goblok', ',', 'fikir', 'sebelum', 'bertindak', '.']","['particle', 'verb / conjunction', 'adjective', 'punctuation', 'verb', 'preposition', 'verb', 'unknown']","['neutral', 'neutral', 'negative', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, -0.9, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.9
"['dia', 'didakwa', 'mencederakan', 'mangsanya', 'dalam', 'pergaduhan', '.']","['pronoun', 'unknown', 'verb', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'unknown', 'negative', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, -0.9, 0.0, 0.0, 0.0, 0.0]",negative,-0.9
"['dia', 'bisa', 'menyelesaikan', 'masalah', 'itu', '.']","['pronoun', 'modal verb', 'unknown', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'negative', 'neutral', 'unknown']","[0.0, 0.0, 0.0, -0.7, 0.0, 0.0]",neutral,0.0
"['dia', 'seorang', 'jurugambar', 'amatur', 'yang', 'berbakat', '.']","['pronoun', 'unknown', 'unknown', 'noun', 'pronoun, conjunction', 'unknown', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'mengakui', 'kesilapannya', 'dan', 'meminta', 'maaf', '.']","['pronoun', 'unknown', 'unknown', 'conjunction', 'unknown', 'noun/interjection', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.6
"['maknya', 'risau', 'akan', 'keselamatan', 'anaknya', '.']","['noun', 'unknown', 'auxiliary verb', 'noun', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'positive', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.8, 0.0, 0.0]",neutral,0.0
"['ramai', 'orang', 'berkumpul', 'di', 'dataran', '.']","['adjective', 'noun', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'perlu', 'pilih', 'baju', 'yang', 'sesuai', 'untuk', 'majlis', 'itu', '.']","['pronoun', 'verb/adjective', 'verb', 'unknown', 'pronoun, conjunction', 'unknown', 'preposition', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'akan', 'datang', 'esok', 'pagi', '.']","['pronoun', 'auxiliary verb', 'verb', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'seorang', 'pelajar', 'yang', 'rajin', '.']","['pronoun', 'unknown', 'unknown', 'pronoun, conjunction', 'unknown', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['anak', 'muda', 'digalakkan', 'untuk', 'belajar', 'berdikari', '.']","['noun', 'unknown', 'unknown', 'preposition', 'unknown', 'verb', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0]",positive,0.7
"['dia', 'menyebut', 'nama', 'saya', 'dengan', 'jelas', '.']","['pronoun', 'verb', 'unknown', 'pronoun', 'preposition', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]",neutral,0.0
"['iblis', 'sentiasa', 'menggoda', 'manusia', 'untuk', 'melakukan', 'dosa', '.']","['noun', 'adverb', 'unknown', 'unknown', 'preposition', 'verb', 'unknown', 'unknown']","['negative', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-1.0
"['elakkan', 'menggunakan', 'perkataan', ""'"", 'pukimak', ""'"", 'kerana', 'ia', 'sangat', 'biadab', '.']","['unknown', 'unknown', 'unknown', 'unknown', 'expletive', 'unknown', 'conjunction', 'unknown', 'adverb', 'unknown', 'unknown']","['unknown', 'unknown', 'unknown', 'unknown', 'negative', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-1.0
"['kucing', 'saya', 'suka', 'bermain', 'dengan', 'bebola', 'benang', '.']","['noun', 'pronoun', 'verb', 'unknown', 'preposition', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'positive', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'kelihatan', 'sihat', 'selepas', 'berehat', 'yang', 'mencukupi', '.']","['pronoun', 'unknown', 'adjective', 'unknown', 'unknown', 'pronoun, conjunction', 'unknown', 'unknown']","['neutral', 'unknown', 'positive', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.8
"['dia', 'sedar', 'akan', 'kesilapannya', 'dan', 'berjanji', 'akan', 'berubah', '.']","['pronoun', 'verb', 'auxiliary verb', 'unknown', 'conjunction', 'unknown', 'auxiliary verb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'belajar', 'silat', 'sejak', 'kecil', '.']","['pronoun', 'unknown', 'noun', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['tentera', 'itu', 'sangat', 'berani', 'di', 'medan', 'perang', '.']","['unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'preposition', 'unknown', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'positive', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0]",positive,0.7
"['treler', 'itu', 'membawa', 'muatan', 'berat', 'ke', 'pelabuhan', '.']","['noun', 'demonstrative pronoun', 'verb', 'unknown', 'adjective', 'particle (interrogative)', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['tekan', 'butang', 'ini', 'untuk', 'memulakan', 'mesin', '.']","['verb', 'unknown', 'demonstrative pronoun', 'preposition', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['awak', 'makan', 'mi', 'je', 'ke', '?']","['unknown', 'verb', 'unknown', 'adverb', 'particle (interrogative)', 'punctuation']","['unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['baju', 'ni', 'cantik', '.']","['unknown', 'pronoun', 'unknown', 'unknown']","['unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['maka', ',', 'bermulalah', 'cerita', 'itu', '.']","['conjunction', 'punctuation', 'unknown', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['apa', 'yang', 'awak', 'buat', '?']","['pronoun', 'pronoun, conjunction', 'unknown', 'kata kerja', 'punctuation']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kumpulan', 'pengganas', 'itu', 'sangat', 'ganas', '.']","['unknown', 'unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'unknown']","['unknown', 'unknown', 'neutral', 'neutral', 'negative', 'unknown']","[0.0, 0.0, 0.0, 0.0, -0.8, 0.0]",negative,-0.8
"['kita', 'perlu', 'defaind', 'hak', 'kita', '.']","['pronoun', 'verb/adjective', 'verb (loanword)', 'noun', 'pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'pulang', 'ke', 'ruma', 'selepas', 'bekerja', '.']","['pronoun', 'unknown', 'particle (interrogative)', 'noun', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'selalu', 'datang', 'lewat', 'ke', 'pejabat', '.']","['pronoun', 'adverb', 'verb', 'unknown', 'particle (interrogative)', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'rasa', 'jelous', 'melihat', 'kejayaan', 'kawannya', '.']","['pronoun', 'verb', 'adjective (loanword)', 'verb', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'negative', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, -0.6, 0.0, 0.0, 0.0, 0.0]",negative,-0.6
"['kereta', 'itu', 'langgor', 'tiang', 'lampu', '.']","['kata nama', 'demonstrative pronoun', 'verb', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['jika', 'hujan', ',', 'kita', 'batalkan', 'perkelahan', '.']","['conjunction', 'unknown', 'punctuation', 'pronoun', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'tidak', 'mengerti', 'arahan', 'itu', '.']","['pronoun', 'adverb', 'verb', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['abang', 'baru', 'beli', 'kereta', 'toyota', 'vios', '.']","['noun', 'adjective, adverb', 'unknown', 'kata nama', 'unknown', 'noun (proper)', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['lanun', 'itu', 'cuba', 'rompak', 'kapal', 'dagang', '.']","['unknown', 'demonstrative pronoun', 'verb', 'verb', 'unknown', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'negative', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, -0.9, 0.0, 0.0, 0.0]",negative,-0.9
"['dia', 'ditangkap', 'kerana', 'mencuri', 'telefon', 'bimbit', '.']","['pronoun', 'unknown', 'conjunction', 'verb', 'noun / verb', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'negative', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, -0.9, 0.0, 0.0, 0.0]",negative,-0.9
"['buku', 'itu', 'ditulis', 'oleh', 'seorang', 'penulis', 'terkenal', '.']","['unknown', 'demonstrative pronoun', 'unknown', 'preposition', 'unknown', 'unknown', 'unknown', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'sangat', 'kuat', 'mengangkat', 'kotak', 'itu', '.']","['pronoun', 'adverb', 'adjective', 'unknown', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'positive', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0]",positive,0.6
"['dia', 'pergi', 'ke', 'spa', 'untuk', 'berehat', '.']","['pronoun', 'verb', 'particle (interrogative)', 'noun', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]",positive,0.5
"['kak', ',', 'boleh', 'tolong', 'saya', '?']","['noun', 'punctuation', 'modal verb', 'verb', 'pronoun', 'punctuation']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.7
"['enjin', 'pesawat', 'itu', 'bedengung', 'kuat', '.']","['unknown', 'unknown', 'demonstrative pronoun', 'verb', 'adjective', 'unknown']","['unknown', 'unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.6, 0.0]",neutral,0.0
"['kami', 'bekerja', 'hingga', 'larut', 'malam', '.']","['unknown', 'unknown', 'preposition / conjunction', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['persembahan', 'kumpulan', 'itu', 'memang', 'joss', '!']","['unknown', 'unknown', 'demonstrative pronoun', 'adverb', 'interjection / adjective', 'unknown']","['unknown', 'unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.8, 0.0]",positive,0.8
"['awak', 'nak', 'pergi', 'mana', 'ke', '?']","['unknown', 'auxiliary verb', 'verb', 'interrogative pronoun', 'particle (interrogative)', 'punctuation']","['unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['boleh', 'saya', 'amik', 'buku', 'ni', '?']","['modal verb', 'pronoun', 'verb', 'unknown', 'pronoun', 'punctuation']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'tunggu', 'di', 'tmpat', 'biasa', '.']","['pronoun', 'verb', 'preposition', 'noun', 'adjective', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'melihat', 'dirinya', 'di', 'cermin', '.']","['pronoun', 'verb', 'unknown', 'preposition', 'noun', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kau', 'nak', 'makan', 'apa', '?']","['pronoun', 'auxiliary verb', 'verb', 'pronoun', 'punctuation']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['filem', 'komedi', 'itu', 'sangat', 'lucu', '.']","['unknown', 'unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'unknown']","['unknown', 'unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.7, 0.0]",positive,0.7
"['projek', 'perumahan', 'baru', 'akan', 'dibina', 'di', 'sini', '.']","['unknown', 'noun', 'adjective, adverb', 'auxiliary verb', 'unknown', 'preposition', 'adverb (of place)', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['cerita', 'itu', 'sangat', 'lame', '.']","['unknown', 'demonstrative pronoun', 'adverb', 'adjective (loanword)', 'unknown']","['unknown', 'neutral', 'neutral', 'negative', 'unknown']","[0.0, 0.0, 0.0, -0.6, 0.0]",negative,-0.6
"['mereka', 'cuba', 'rompak', 'bank', 'itu', '.']","['pronoun', 'verb', 'verb', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'negative', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, -0.9, 0.0, 0.0, 0.0]",negative,-0.9
"['ibu', 'bapa', 'sentiasa', 'mencurahkan', 'kasih', 'kepada', 'anak', '-', 'anak', '.']","['unknown', 'unknown', 'adverb', 'unknown', 'noun / verb', 'preposition', 'noun', 'punctuation', 'noun', 'unknown']","['unknown', 'unknown', 'neutral', 'unknown', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.8
"['tolong', 'ingat', 'pesanan', 'saya', '.']","['verb', 'verb', 'unknown', 'pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kami', 'membeli', 'produk', 'tempatan', 'untuk', 'menyokong', 'ekonomi', '.']","['unknown', 'unknown', 'unknown', 'adjective', 'preposition', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['buku', 'ini', 'ditulis', 'by', 'dia', '.']","['unknown', 'demonstrative pronoun', 'unknown', 'preposition (loanword)', 'pronoun', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['saya', 'suka', 'kopi', '&', 'amp', ';', 'teh', '.']","['pronoun', 'verb', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'positive', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'sygkan', 'keluarganya', '.']","['pronoun', 'verb', 'unknown', 'unknown']","['neutral', 'positive', 'unknown', 'unknown']","[0.0, 0.8, 0.0, 0.0]",positive,0.8
"['awak', 'makan', 'mi', 'je', '?']","['unknown', 'verb', 'unknown', 'adverb', 'punctuation']","['unknown', 'neutral', 'unknown', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mari', 'kita', 'tgk', 'filem', 'itu', '.']","['unknown', 'pronoun', 'verb', 'unknown', 'demonstrative pronoun', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mesyuarat', 'asean', 'akan', 'diadakan', 'bulan', 'depan', '.']","['unknown', 'noun (acronym)', 'auxiliary verb', 'unknown', 'unknown', 'noun', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['keadaan', 'di', 'sana', 'agak', 'tegang', '.']","['noun', 'preposition', 'unknown', 'adverb', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['insiden', 'itu', 'berlaku', 'semalam', '.']","['unknown', 'demonstrative pronoun', 'verb', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['pakaian', 'itu', 'sangat', 'elok', 'dipakai', '.']","['unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'verb', 'unknown']","['unknown', 'neutral', 'neutral', 'positive', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.7, 0.0, 0.0]",positive,0.7
"['awak', 'nak', 'makan', 'ape', '?']","['unknown', 'auxiliary verb', 'verb', 'pronoun', 'punctuation']","['unknown', 'neutral', 'neutral', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'pun', 'datang', 'ke', 'majlis', 'itu', '.']","['pronoun', 'particle / adverb', 'verb', 'particle (interrogative)', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'menyimpan', 'buku', 'di', 'dalam', 'laci', '.']","['pronoun', 'unknown', 'unknown', 'preposition', 'preposition', 'unknown', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dpa', 'dah', 'balik', 'kampung', '.']","['pronoun (informal)', 'adverb', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['awak', 'ngerti', 'tak', 'apa', 'yang', 'saya', 'cakap', '?']","['unknown', 'verb', 'adverb (negation)', 'pronoun', 'pronoun, conjunction', 'pronoun', 'unknown', 'punctuation']","['unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
